Title,Description,Manifest,Year,Place
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0348/manifest.json","1987",
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0347/manifest.json","1987",
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0354/manifest.json","0",
"11 Marzo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0353/manifest.json","0",
"No al confino","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0352/manifest.json","0",
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0351/manifest.json","0",
"Form Factory","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0358/manifest.json","0",
"L`area creativa underground","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0357/manifest.json","0",
"Form Factory","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0356/manifest.json","0",
,"","",,
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0359/manifest.json","1975","Milano"
,"","",,
"La rimozione dell`orecchio nell`elargizione dell`occhio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0362/manifest.json","1975","Genova"
"Teatro 2","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0360/manifest.json","1970","Firenze"
"Manifestazione","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0366/manifest.json",,"[n.d.]"
,"","",,
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0364/manifest.json","1972","Genova"
"Sandrino operaio stupidino","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0363/manifest.json","1979","Milano"
"American Theatre in Roma","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0368/manifest.json","0","Roma"
"Il gruppo Space Revaction","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0370/manifest.json","0","Roma"
"Fil Studio 70","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0369/manifest.json","0","Roma"
"Eldridge Cleaver","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0367/manifest.json","1971","Roma"
"Jazz","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0371/manifest.json","0","[n.d.]"
"Quo Vadis?","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0373/manifest.json","0","[n.d.]"
"Oplá","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0372/manifest.json","1971","Perugia"
"Living Music","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0374/manifest.json","0","Roma"
"Nuove Forme Sonore","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0378/manifest.json","0","[n.d.]"
"Spazio Zero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0377/manifest.json","0","Roma"
"Spazio zero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0376/manifest.json","1971","[n.d.]"
"Jazz al Folkstudio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0375/manifest.json","0","Roma"
"Preghiera per aldo brainbanti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0382/manifest.json","0","Roma"
"Marcel Duchamp","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0381/manifest.json","0","Roma"
"Teatro Centrale","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0380/manifest.json","1966","Roma"
"Steve Lacy","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0379/manifest.json","0","[n.d.]"
"Rising Workshop","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0386/manifest.json","0","Roma"
"Uscita","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0385/manifest.json","1970","Roma"
"Filmstudio70","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0384/manifest.json","1969","Roma"
"L`avanguaddia cinematografica","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0383/manifest.json","0","[n.d.]"
"Teatro Beat 72","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0389/manifest.json","1985","Roma"
"Depero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0388/manifest.json","1972","Roma"
"Nuovo cinema americano","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0387/manifest.json","0","Spoleto"
"I Segni presentano Teologi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0393/manifest.json","0","[n.d.]"
"L`occhio l`orecchio la bocca","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0392/manifest.json","1977","[n.d.]"
"Fluxus Anthology","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0391/manifest.json","0","[n.d.]"
"I Segni presentano l`angelo custode","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0390/manifest.json","0","[n.d.]"
"Spazio Zero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0396/manifest.json","0","Roma"
"Rassegna della canzone popolare","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0395/manifest.json","0","Roma"
"Andy Warhol","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0397/manifest.json",,"Roma"
"Spazio Zero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0394/manifest.json","0","Roma"
,"","",,
,"","",,
"Theatre du chene noir","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0399/manifest.json","0","Roma"
"Disney","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-0398/manifest.json","1968","[n.d.]"
"va-ga Karma doppio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8005/manifest.json","1976","Milano"
,"","",,
,"","",,
,"","",,
"Negazione","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8008/manifest.json","1976","Milano"
"Humour","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8009/manifest.json","1971","Roma"
,"","",,
,"","",,
"poesia metropolitana","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8013/manifest.json","1976","[n.d.]"
"poesia metropolitana","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8012/manifest.json","1975","[n.d.]"
"poesia metropolitana","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8011/manifest.json","1976","[n.d.]"
"Provocazione","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8010/manifest.json","1976","Milano"
"Puzz","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8017/manifest.json","1975","Milano"
"Puzz","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8016/manifest.json","1974","Milano"
"Puzz","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8015/manifest.json","1971","Milano"
,"","",,
"Puzz","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8019/manifest.json","1973","Milano"
"Robota Nervoso","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8021/manifest.json","1976","[n.d.]"
"Puzz","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8020/manifest.json","1973","Milano"
"Puzz","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8018/manifest.json","1975","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8023/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8025/manifest.json","1976","Milano"
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8022/manifest.json","1976","Milano"
,"","",,
,"","",,
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8026/manifest.json","1976","Milano"
,"","",,
,"","",,
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8030/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8035/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8034/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8039/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8038/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8037/manifest.json","1976","Milano"
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8041/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8040/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8043/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8042/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8044/manifest.json","1976","Milano"
,"","",,
,"","",,
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8050/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8051/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8049/manifest.json","1976","Milano"
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8055/manifest.json","1976","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8054/manifest.json","1976","Milano"
,"","",,
,"","",,
,"","",,
"carta del paesaggio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8058/manifest.json","1970","Roma"
"un modo di farsi l`arte insieme all`artista","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8057/manifest.json","1970","Roma"
"i viaggi di Brek","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8056/manifest.json","1967","[n.d.]"
,"","",,
,"","",,
"malebolge","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8062/manifest.json","0","Milano"
"Marcatre Utt","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8061/manifest.json","1970","Roma"
,"","",,
,"","",,
"Siprauno","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8067/manifest.json","1968","Torino"
,"","",,
,"","",,
"Underground: a pugno chiuso!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8070/manifest.json","1973","Roma"
"Vivere insieme!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8072/manifest.json","1974","Roma"
"Vivere a sinistra","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8071/manifest.json","1976","Roma"
"Non contate su di noi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8069/manifest.json","1977","Roma"
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
"Fallo da te!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8079/manifest.json","1974","Roma"
"balbiquattro","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8083/manifest.json","1973","Milano"
"Ana Eccetera","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8084/manifest.json","1959","[n.d.]"
"NO","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8082/manifest.json","1971","[n.d.]"
"Filmstudio 70","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8081/manifest.json","1971","Roma"
"Ana excetera","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8088/manifest.json","1971","[n.d.]"
"Ana eccetera","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8087/manifest.json","1967","[n.d.]"
"Ana eccetera","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8086/manifest.json","1963","[n.d.]"
"Ana eccetera","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8085/manifest.json","1961","[n.d.]"
"Fantazaria","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8089/manifest.json","1966","Roma"
,"","",,
,"","",,
"Lichtenstein","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8091/manifest.json","1966","Roma"
"Fantazaria","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8090/manifest.json","1967","Roma"
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8096/manifest.json","0","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8095/manifest.json","0","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8094/manifest.json","0","Milano"
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8101/manifest.json","0","Milano"
,"","",,
,"","",,
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8104/manifest.json","0","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8103/manifest.json","0","Milano"
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8109/manifest.json","0","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8108/manifest.json","0","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8107/manifest.json","0","Milano"
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8112/manifest.json","0","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8111/manifest.json","0","Milano"
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8113/manifest.json","0","Milano"
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8120/manifest.json","0","Milano"
,"","",,
,"","",,
,"","",,
,"","",,
"[n.d.]","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8121/manifest.json","0","Milano"
,"","",,
,"","",,
,"","",,
"Critica dell`orecchio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8128/manifest.json","0","[n.d.]"
"La Salamandra","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8127/manifest.json","0","[n.d.]"
,"","",,
"I situazionisti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8131/manifest.json","0","[n.d.]"
,"","",,
"Contributi alla lotta rivoluzionaria destinati ad essere discussi, corretti e principalmente messi in pratica senza tempo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8129/manifest.json","0","[n.d.]"
"L`ideologia italiana nel deserto corrente: delirio & diossina","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8136/manifest.json","0","[n.d.]"
"Provocazione uno","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8135/manifest.json","0","[n.d.]"
,"","",,
"Agar Agar","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8133/manifest.json","0","[n.d.]"
"Fattura n. 37589","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8140/manifest.json","0","[n.d.]"
"Colletivo Jacques Vaçhé","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8139/manifest.json","0","[n.d.]"
"Errata 1","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8138/manifest.json","0","[n.d.]"
,"","",,
"Critica all`ideologia-merce","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8144/manifest.json","0","[n.d.]"
"Letizia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8143/manifest.json","0","[n.d.]"
"Facciamo la rivoluzione russa","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8142/manifest.json","0","[n.d.]"
"Caduta tendenziale del saggio di potere maschile","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8141/manifest.json","0","[n.d.]"
"Situazione!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8145/manifest.json","0","[n.d.]"
"Differenza","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8148/manifest.json","0","[n.d.]"
"Guerra interna internazionale seguito","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8147/manifest.json","0","[n.d.]"
"Cronaca di un ballo mascherato","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8146/manifest.json","0","[n.d.]"
"a-beta","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8149/manifest.json","0","[n.d.]"
,"","",,
,"","",,
"Le mani di Karl Radek","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8151/manifest.json","0","[n.d.]"
,"","",,
"Avviso al proletariato italiano","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8157/manifest.json","0","[n.d.]"
,"","",,
"La sovversione minaccia dal Portogallo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8155/manifest.json","0","[n.d.]"
,"","",,
"Brindisi alla salute dei lavoratori rivoluzionari","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8161/manifest.json","0","[n.d.]"
,"","",,
"La fine della ortodossia marxista","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8159/manifest.json","0","[n.d.]"
"Riforma e controriforma nel potere burocratico","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8158/manifest.json","0","[n.d.]"
,"","",,
"Internazionale situazionista","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8165/manifest.json","0","[n.d.]"
"Gli operai d`Italia e larivolta di Reggio Calabria","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8164/manifest.json","0","[n.d.]"
"Benvenuti alla facoltà di medicina e chirurgia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8163/manifest.json","0","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8170/manifest.json","0","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8169/manifest.json","0","[n.d.]"
,"","",,
,"","",,
"Pabloh! oh!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8174/manifest.json","0","[n.d.]"
"Mammiferi in rivolta-391","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8173/manifest.json","1977","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8172/manifest.json","0","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8171/manifest.json","0","[n.d.]"
"!?","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8176/manifest.json","1978","[n.d.]"
"L`ascia o raddoppia?","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8175/manifest.json","0","[n.d.]"
"OASK?!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8177/manifest.json","0","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8179/manifest.json","1975","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8181/manifest.json","1977","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8180/manifest.json","1976","Bologna"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8178/manifest.json","1978","Bologna"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8185/manifest.json","1977","Bologna"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8184/manifest.json","1977","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8183/manifest.json","1976","Bologna"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8182/manifest.json","1978","[n.d.]"
